Crime_ID,Date_Reported,State,City,Crime_Type,Severity,Victim_Age,Victim_Gender,Reported_By,Arrest_Made,Suspect_Age,Suspect_Gender,Outcome,Officer_ID,Response_Time
773,2021-01-23,Kano,Ungogo,Assault,5,78,Female,Citizen,Yes,60.0,Male,Closed,OFF4938,72
774,2022-04-02,Kano,Ungogo,Burglary,3,78,Male,Police,Yes,28.0,Female,Closed,OFF1594,65
775,2021-07-05,Edo,Ekpoma,Assault,1,27,Male,Citizen,No,,,Closed,OFF1953,107
776,2022-06-28,Edo,Auchi,Assault,2,36,Male,Citizen,No,,,Closed,OFF4611,78
777,2022-08-07,Kano,Dala,Theft,4,19,Female,Media,No,,,In Court,OFF9547,119
778,2022-03-23,Ogun,Sagamu,Burglary,2,69,Female,Media,No,,,Closed,OFF9104,46
779,2020-09-26,Rivers,Port Harcourt,Assault,2,75,Male,Citizen,No,,,Open,OFF5735,151
780,2021-12-12,Lagos,Yaba,Assault,1,74,Male,Police,Yes,54.0,Female,In Court,OFF3110,43
781,2020-09-12,Delta,Warri,Homicide,4,69,Male,Citizen,No,,,Closed,OFF7621,61
782,2022-03-22,Kaduna,Kafanchan,Robbery,3,22,Female,Police,Yes,45.0,Female,Open,OFF5352,141
783,2021-06-27,Enugu,Nsukka,Robbery,5,46,Male,Media,Yes,31.0,Male,Closed,OFF1613,11
784,2021-07-24,Kano,Ungogo,Assault,2,39,Female,Police,Yes,26.0,Female,Closed,OFF9503,64
785,2020-09-28,Ogun,Abeokuta,Assault,3,42,Male,Police,Yes,18.0,Male,In Court,OFF5869,165
786,2020-03-13,Delta,Asaba,Burglary,3,20,Female,Media,No,,,In Court,OFF7593,76
787,2021-07-19,Kaduna,Zaria,Fraud,1,54,Male,Media,No,,,In Court,OFF6377,102
788,2022-04-08,Enugu,Nsukka,Fraud,2,51,Male,Citizen,No,,,Closed,OFF1902,97
789,2020-12-04,Kaduna,Kaduna North,Robbery,1,59,Female,Police,No,,,In Court,OFF4063,7
790,2022-08-05,Delta,Ughelli,Fraud,4,38,Female,Police,No,,,In Court,OFF7819,139
791,2021-09-20,Lagos,Yaba,Burglary,2,61,Female,Citizen,Yes,26.0,Female,Closed,OFF3401,24
792,2020-08-04,Ogun,Ijebu Ode,Homicide,1,44,Male,Citizen,No,,,Closed,OFF7044,101
793,2021-05-06,Lagos,Lekki,Assault,2,54,Female,Citizen,No,,,Closed,OFF8215,116
794,2020-02-17,Enugu,Awgu,Assault,2,30,Female,Citizen,No,,,Closed,OFF1594,168
795,2021-05-28,Rivers,Obio,Homicide,3,65,Male,Citizen,No,,,In Court,OFF3052,103
796,2020-08-18,Abuja,Wuse,Burglary,3,56,Female,Media,No,,,Closed,OFF8557,21
797,2020-04-22,Kano,Tarauni,Burglary,4,29,Male,Police,Yes,19.0,Female,Open,OFF3091,101
798,2020-04-09,Rivers,Bonny,Homicide,1,29,Male,Police,Yes,33.0,Male,Open,OFF8707,32
799,2022-07-24,Abuja,Wuse,Burglary,2,51,Male,Citizen,Yes,18.0,Female,In Court,OFF6304,98
800,2020-05-09,Ogun,Abeokuta,Fraud,1,55,Female,Citizen,No,,,Open,OFF8415,43
801,2021-09-24,Edo,Auchi,Robbery,1,52,Female,Police,Yes,24.0,Female,Open,OFF4218,18
802,2021-02-05,Kano,Tarauni,Robbery,4,33,Male,Police,Yes,78.0,Male,In Court,OFF4943,59
803,2021-06-22,Edo,Ekpoma,Theft,1,47,Female,Citizen,No,,,Closed,OFF6743,157
804,2022-06-11,Ogun,Sagamu,Theft,5,60,Male,Media,No,,,Closed,OFF4636,147
805,2021-03-22,Rivers,Obio,Homicide,2,64,Female,Media,Yes,27.0,Male,Open,OFF3398,136
806,2021-10-23,Kano,Tarauni,Assault,5,53,Male,Citizen,No,,,Open,OFF8704,48
807,2020-05-07,Oyo,Iseyin,Burglary,2,80,Male,Media,Yes,22.0,Female,Open,OFF5344,82
808,2022-07-18,Abuja,Wuse,Burglary,2,62,Female,Citizen,No,,,In Court,OFF9062,117
809,2021-06-01,Abuja,Garki,Fraud,4,69,Female,Media,Yes,52.0,Female,In Court,OFF1621,156
810,2022-02-25,Delta,Ughelli,Assault,4,76,Male,Citizen,Yes,71.0,Female,Open,OFF6894,59
811,2020-06-06,Rivers,Port Harcourt,Homicide,4,68,Female,Citizen,No,,,Closed,OFF9457,33
812,2020-08-27,Oyo,Iseyin,Theft,3,46,Female,Citizen,No,,,In Court,OFF6607,53
813,2021-07-03,Rivers,Obio,Robbery,1,65,Female,Citizen,No,,,In Court,OFF4649,175
814,2021-07-07,Delta,Ughelli,Robbery,5,46,Male,Media,No,,,Closed,OFF9451,33
815,2021-02-15,Kano,Tarauni,Homicide,4,41,Female,Citizen,No,,,In Court,OFF1390,24
816,2021-08-15,Rivers,Port Harcourt,Assault,5,72,Male,Citizen,Yes,68.0,Male,Closed,OFF8335,6
817,2021-07-05,Kaduna,Zaria,Theft,1,28,Male,Citizen,Yes,44.0,Female,Closed,OFF6299,138
818,2020-06-04,Enugu,Awgu,Theft,5,66,Female,Police,Yes,54.0,Male,Open,OFF1091,131
819,2020-02-29,Abuja,Wuse,Burglary,4,60,Male,Police,No,,,Open,OFF9409,109
820,2020-04-20,Rivers,Obio,Homicide,3,23,Male,Media,Yes,43.0,Male,Closed,OFF8797,50
821,2020-01-20,Edo,Ekpoma,Homicide,5,70,Female,Media,Yes,44.0,Female,Closed,OFF1382,157
822,2020-08-13,Abuja,Garki,Assault,5,24,Male,Citizen,No,,,In Court,OFF5203,18
823,2021-02-07,Delta,Ughelli,Assault,5,19,Male,Police,Yes,65.0,Female,Open,OFF1774,110
824,2022-04-27,Enugu,Awgu,Assault,1,46,Male,Media,Yes,73.0,Female,Open,OFF3445,48
825,2022-02-28,Enugu,Enugu East,Fraud,5,61,Female,Police,No,,,Closed,OFF7060,142
826,2021-01-26,Kaduna,Zaria,Robbery,3,65,Female,Media,No,,,In Court,OFF9600,25
827,2020-05-03,Enugu,Awgu,Homicide,4,45,Male,Media,No,,,Closed,OFF2037,43
828,2020-09-05,Oyo,Ibadan,Theft,3,74,Male,Media,Yes,62.0,Male,In Court,OFF3127,37
829,2021-11-02,Abuja,Garki,Homicide,4,25,Female,Media,No,,,In Court,OFF6859,81
830,2022-06-05,Rivers,Port Harcourt,Homicide,4,53,Female,Police,No,,,Open,OFF2412,148
831,2020-04-15,Kaduna,Zaria,Homicide,1,50,Female,Police,Yes,57.0,Male,Closed,OFF2073,148
832,2021-03-16,Ogun,Sagamu,Fraud,2,53,Female,Media,Yes,60.0,Female,Open,OFF5394,37
833,2022-06-05,Kaduna,Zaria,Burglary,5,59,Male,Police,Yes,58.0,Female,In Court,OFF7374,70
834,2020-09-05,Lagos,Lekki,Robbery,2,73,Male,Media,Yes,26.0,Female,Closed,OFF8379,23
835,2022-07-30,Ogun,Abeokuta,Theft,2,67,Male,Police,No,,,Open,OFF2973,179
836,2022-03-06,Ogun,Ijebu Ode,Theft,4,67,Female,Media,Yes,53.0,Male,Closed,OFF4889,144
837,2022-02-27,Delta,Ughelli,Theft,1,78,Male,Media,Yes,51.0,Female,Open,OFF5320,50
838,2021-05-12,Enugu,Nsukka,Homicide,1,54,Female,Police,No,,,Open,OFF9859,139
839,2020-11-15,Abuja,Maitama,Theft,5,16,Male,Citizen,Yes,53.0,Male,In Court,OFF8953,168
840,2021-04-06,Kano,Tarauni,Robbery,2,56,Male,Citizen,No,,,In Court,OFF3144,8
841,2022-06-11,Abuja,Maitama,Theft,3,31,Male,Citizen,No,,,Open,OFF5756,107
842,2021-09-22,Kano,Dala,Burglary,2,31,Male,Citizen,No,,,Open,OFF9623,7
843,2021-02-01,Kaduna,Kafanchan,Robbery,5,26,Male,Police,Yes,44.0,Male,In Court,OFF1409,73
844,2021-03-08,Lagos,Ikeja,Homicide,4,27,Male,Media,No,,,Open,OFF1591,5
845,2020-02-28,Kaduna,Kaduna North,Theft,3,35,Female,Media,Yes,60.0,Female,Open,OFF7252,104
846,2022-02-11,Oyo,Ibadan,Homicide,5,29,Male,Media,No,,,Closed,OFF4542,156
847,2020-08-06,Oyo,Iseyin,Theft,1,42,Male,Citizen,Yes,43.0,Male,Closed,OFF3636,22
848,2020-01-15,Kaduna,Zaria,Assault,2,29,Male,Media,Yes,53.0,Male,Open,OFF4675,174
849,2021-02-26,Oyo,Ibadan,Robbery,1,39,Female,Police,No,,,Closed,OFF6256,33
850,2020-11-12,Abuja,Garki,Burglary,1,71,Male,Citizen,Yes,36.0,Male,In Court,OFF3612,64
851,2022-04-14,Oyo,Ogbomosho,Theft,2,29,Male,Citizen,Yes,57.0,Female,In Court,OFF8357,154
852,2020-04-09,Kaduna,Kaduna North,Robbery,1,62,Female,Citizen,Yes,15.0,Female,Open,OFF7092,31
853,2020-05-09,Rivers,Obio,Burglary,1,35,Male,Citizen,No,,,Closed,OFF8888,57
854,2020-10-04,Oyo,Ibadan,Burglary,1,69,Male,Police,No,,,Open,OFF7121,120
855,2022-07-31,Enugu,Awgu,Assault,1,50,Male,Media,Yes,38.0,Female,In Court,OFF3778,24
856,2020-06-18,Lagos,Ikeja,Fraud,5,56,Female,Citizen,Yes,33.0,Male,Closed,OFF5759,22
857,2022-05-09,Edo,Auchi,Fraud,1,16,Male,Police,Yes,70.0,Male,Closed,OFF1049,89
858,2021-07-03,Enugu,Nsukka,Theft,3,68,Female,Media,No,,,In Court,OFF9179,147
859,2022-09-05,Lagos,Yaba,Burglary,2,69,Female,Citizen,No,,,Open,OFF4503,173
860,2021-05-13,Abuja,Wuse,Assault,4,80,Female,Citizen,No,,,In Court,OFF2164,99
861,2021-02-18,Kaduna,Kafanchan,Homicide,4,75,Female,Media,Yes,53.0,Female,In Court,OFF9607,23
862,2021-08-30,Kaduna,Kafanchan,Fraud,5,63,Female,Police,No,,,In Court,OFF4784,20
863,2020-05-12,Delta,Asaba,Burglary,2,32,Male,Police,No,,,Closed,OFF8102,92
864,2020-09-27,Oyo,Ibadan,Fraud,5,70,Male,Citizen,No,,,Open,OFF3635,25
865,2022-03-02,Edo,Auchi,Robbery,2,48,Male,Citizen,Yes,60.0,Male,Open,OFF9382,74
866,2021-03-15,Delta,Asaba,Fraud,2,50,Male,Citizen,Yes,30.0,Female,In Court,OFF7611,42
867,2021-09-09,Lagos,Lekki,Assault,3,15,Female,Police,No,,,Open,OFF2768,165
868,2022-01-16,Kaduna,Kaduna North,Burglary,1,67,Male,Police,No,,,In Court,OFF5329,141
869,2022-05-09,Kano,Tarauni,Fraud,4,54,Female,Media,Yes,30.0,Female,Closed,OFF3608,100
870,2021-06-24,Ogun,Ijebu Ode,Fraud,3,80,Female,Police,Yes,20.0,Female,Open,OFF6875,41
871,2021-12-14,Ogun,Sagamu,Assault,5,43,Female,Citizen,Yes,80.0,Female,Open,OFF2015,35
872,2020-01-10,Enugu,Enugu East,Theft,1,38,Female,Citizen,Yes,67.0,Female,Open,OFF1521,9
873,2021-02-15,Kaduna,Kafanchan,Theft,5,37,Female,Citizen,No,,,Closed,OFF4362,48
874,2021-11-19,Ogun,Sagamu,Theft,4,67,Male,Police,No,,,Closed,OFF9770,165
875,2022-03-18,Oyo,Iseyin,Robbery,3,60,Male,Police,Yes,44.0,Male,Closed,OFF5027,137
876,2020-08-05,Enugu,Enugu East,Burglary,2,45,Female,Citizen,Yes,48.0,Female,In Court,OFF4700,176
877,2020-07-28,Kano,Ungogo,Fraud,5,39,Male,Police,No,,,Closed,OFF8382,65
878,2022-05-08,Abuja,Maitama,Assault,3,67,Male,Police,Yes,51.0,Male,In Court,OFF1581,130
879,2020-06-25,Edo,Ekpoma,Homicide,1,48,Female,Citizen,No,,,In Court,OFF1069,75
880,2022-07-05,Abuja,Maitama,Burglary,2,44,Female,Citizen,No,,,In Court,OFF4084,136
881,2020-11-22,Enugu,Enugu East,Fraud,4,53,Female,Citizen,No,,,In Court,OFF4034,14
882,2020-09-13,Enugu,Nsukka,Robbery,1,39,Female,Citizen,Yes,37.0,Female,In Court,OFF9638,90
883,2020-08-11,Delta,Warri,Theft,2,43,Female,Media,Yes,17.0,Female,Open,OFF5812,45
884,2021-04-13,Lagos,Lekki,Theft,5,69,Male,Citizen,Yes,40.0,Male,Open,OFF7468,133
885,2021-05-29,Oyo,Ogbomosho,Theft,5,25,Female,Citizen,No,,,In Court,OFF3294,35
886,2020-08-08,Oyo,Ibadan,Theft,4,57,Female,Media,Yes,43.0,Male,Closed,OFF5222,144
887,2020-10-09,Oyo,Ibadan,Homicide,1,71,Male,Citizen,Yes,40.0,Female,In Court,OFF4666,21
888,2021-08-21,Abuja,Maitama,Assault,2,15,Male,Citizen,Yes,59.0,Female,Open,OFF9070,121
889,2021-07-28,Edo,Auchi,Assault,2,73,Male,Police,Yes,80.0,Male,In Court,OFF4129,83
890,2022-08-23,Oyo,Ibadan,Homicide,1,34,Male,Citizen,No,,,In Court,OFF7598,90
891,2022-04-24,Lagos,Ikeja,Theft,1,68,Female,Media,No,,,In Court,OFF8130,64
892,2021-05-29,Ogun,Sagamu,Burglary,1,43,Male,Media,No,,,Closed,OFF3401,56
893,2021-04-26,Oyo,Ibadan,Theft,4,67,Female,Media,Yes,34.0,Male,Closed,OFF4282,160
894,2020-07-30,Abuja,Garki,Burglary,5,25,Female,Media,Yes,24.0,Male,Closed,OFF4893,178
895,2020-11-09,Abuja,Maitama,Assault,4,41,Male,Media,Yes,48.0,Male,Closed,OFF7127,117
896,2020-11-24,Kano,Tarauni,Robbery,3,68,Female,Police,Yes,46.0,Female,Open,OFF9944,111
897,2022-06-03,Ogun,Sagamu,Theft,3,49,Female,Citizen,Yes,50.0,Female,In Court,OFF2283,9
898,2020-07-20,Oyo,Ogbomosho,Fraud,1,23,Female,Police,Yes,30.0,Female,Open,OFF5670,41
899,2020-02-26,Kaduna,Kafanchan,Homicide,4,66,Female,Police,No,,,Open,OFF8462,110
900,2022-08-31,Kaduna,Kaduna North,Burglary,5,30,Female,Media,Yes,50.0,Male,Closed,OFF4451,169
901,2020-12-20,Edo,Benin City,Fraud,1,56,Male,Police,No,,,Open,OFF8058,144
902,2022-03-29,Edo,Benin City,Fraud,1,31,Female,Media,Yes,45.0,Male,Open,OFF5119,34
903,2020-09-11,Kaduna,Kaduna North,Assault,1,54,Male,Citizen,Yes,42.0,Male,In Court,OFF7226,118
904,2021-06-16,Lagos,Lekki,Robbery,3,38,Female,Media,Yes,35.0,Female,Closed,OFF4171,40
905,2022-08-31,Ogun,Ijebu Ode,Burglary,3,24,Female,Media,No,,,Closed,OFF8646,79
906,2022-06-03,Enugu,Nsukka,Homicide,5,49,Male,Police,No,,,In Court,OFF5742,93
907,2022-06-25,Lagos,Lekki,Robbery,5,41,Male,Police,Yes,73.0,Female,Closed,OFF3258,51
908,2021-07-31,Kano,Tarauni,Robbery,4,57,Male,Media,Yes,18.0,Male,Open,OFF8497,61
909,2022-03-21,Lagos,Lekki,Robbery,3,51,Male,Police,Yes,70.0,Female,Open,OFF6150,33
910,2020-08-02,Enugu,Enugu East,Burglary,2,64,Male,Police,No,,,In Court,OFF8458,147
911,2020-10-27,Rivers,Port Harcourt,Robbery,2,27,Male,Police,No,,,Open,OFF7739,118
912,2020-04-27,Kano,Tarauni,Robbery,3,56,Female,Citizen,Yes,24.0,Male,Closed,OFF9782,12
913,2020-01-31,Delta,Ughelli,Fraud,1,76,Female,Media,No,,,Closed,OFF2539,67
914,2020-11-01,Rivers,Bonny,Fraud,3,79,Female,Media,No,,,In Court,OFF6441,43
915,2021-11-10,Lagos,Ikeja,Assault,3,46,Female,Media,Yes,63.0,Male,In Court,OFF2071,60
916,2020-07-02,Rivers,Port Harcourt,Fraud,1,18,Female,Media,Yes,33.0,Female,Closed,OFF5646,45
917,2021-02-21,Oyo,Ibadan,Robbery,3,76,Male,Police,Yes,38.0,Female,In Court,OFF4955,51
918,2020-07-27,Edo,Benin City,Burglary,4,61,Female,Police,Yes,63.0,Male,Open,OFF8957,136
919,2020-05-22,Abuja,Maitama,Theft,1,51,Female,Media,No,,,Closed,OFF1801,28
920,2021-12-30,Kaduna,Kafanchan,Assault,3,73,Female,Media,No,,,Closed,OFF3830,104
921,2020-09-22,Kaduna,Zaria,Robbery,3,32,Female,Citizen,No,,,Closed,OFF9792,95
922,2022-06-25,Oyo,Ogbomosho,Burglary,5,45,Male,Media,No,,,In Court,OFF9061,129
923,2020-11-16,Abuja,Garki,Homicide,1,79,Male,Citizen,No,,,In Court,OFF3055,28
924,2022-05-08,Kaduna,Kafanchan,Assault,3,35,Male,Police,No,,,In Court,OFF5627,115
925,2020-05-23,Ogun,Abeokuta,Assault,4,57,Male,Media,No,,,Closed,OFF9011,61
926,2021-11-28,Kano,Ungogo,Burglary,2,46,Male,Police,No,,,Open,OFF4589,105
927,2021-10-09,Abuja,Wuse,Burglary,4,51,Male,Police,No,,,Open,OFF9555,177
928,2022-08-29,Ogun,Ijebu Ode,Assault,5,39,Male,Media,No,,,In Court,OFF6422,130
929,2020-09-16,Ogun,Abeokuta,Fraud,2,44,Female,Media,No,,,Closed,OFF2131,9
930,2022-05-28,Enugu,Enugu East,Assault,1,69,Male,Police,No,,,Closed,OFF5360,155
931,2022-06-27,Lagos,Ikeja,Homicide,2,21,Female,Police,No,,,In Court,OFF5477,168
932,2021-01-30,Ogun,Abeokuta,Burglary,5,41,Male,Police,Yes,32.0,Male,Closed,OFF3609,102
933,2022-01-15,Kano,Dala,Assault,4,47,Female,Media,No,,,Open,OFF8879,70
934,2021-07-13,Enugu,Awgu,Robbery,4,74,Female,Media,Yes,23.0,Male,Open,OFF3037,105
935,2022-08-05,Lagos,Yaba,Fraud,3,21,Male,Police,Yes,25.0,Male,In Court,OFF8795,101
936,2021-11-29,Ogun,Abeokuta,Theft,5,63,Female,Media,No,,,Open,OFF8653,156
937,2022-01-29,Edo,Auchi,Theft,1,17,Male,Media,Yes,71.0,Male,Closed,OFF4083,94
938,2021-01-30,Rivers,Port Harcourt,Theft,1,36,Male,Media,Yes,62.0,Female,Open,OFF2776,79
939,2020-02-26,Kaduna,Zaria,Homicide,4,60,Female,Citizen,Yes,25.0,Female,Open,OFF9166,82
940,2020-04-15,Oyo,Ogbomosho,Robbery,3,57,Male,Media,Yes,54.0,Female,Closed,OFF4534,156
941,2021-01-02,Rivers,Bonny,Burglary,2,40,Male,Police,Yes,58.0,Female,Open,OFF4462,151
942,2022-07-21,Edo,Benin City,Burglary,4,59,Female,Citizen,No,,,Closed,OFF2286,114
943,2020-11-28,Rivers,Port Harcourt,Theft,2,60,Female,Citizen,No,,,In Court,OFF9887,123
944,2021-06-26,Oyo,Ogbomosho,Robbery,1,57,Male,Police,Yes,45.0,Female,Closed,OFF1515,170
945,2021-02-11,Edo,Auchi,Burglary,2,65,Female,Police,No,,,In Court,OFF8879,120
946,2021-02-15,Ogun,Sagamu,Burglary,1,47,Male,Citizen,Yes,49.0,Male,Open,OFF6315,118
947,2021-05-08,Delta,Asaba,Fraud,4,42,Female,Media,Yes,76.0,Male,Open,OFF2235,26
948,2022-08-06,Oyo,Ogbomosho,Robbery,3,44,Male,Citizen,No,,,Open,OFF7205,86
949,2020-09-30,Kaduna,Zaria,Theft,3,48,Male,Police,No,,,Closed,OFF6151,114
950,2021-04-08,Abuja,Garki,Theft,4,69,Female,Media,Yes,22.0,Female,Closed,OFF3000,79
951,2022-03-11,Delta,Warri,Burglary,3,44,Male,Media,Yes,41.0,Female,Open,OFF5231,20
952,2021-03-13,Kaduna,Kaduna North,Burglary,5,52,Male,Police,No,,,Closed,OFF7109,27
953,2020-03-30,Rivers,Bonny,Theft,5,61,Male,Police,No,,,In Court,OFF5509,106
954,2021-09-11,Edo,Auchi,Burglary,2,23,Male,Media,Yes,40.0,Female,Closed,OFF9398,107
955,2021-12-25,Ogun,Sagamu,Fraud,3,29,Male,Citizen,Yes,68.0,Male,In Court,OFF2887,132
956,2021-05-31,Kaduna,Kafanchan,Homicide,3,65,Male,Citizen,Yes,78.0,Male,Closed,OFF6193,150
957,2021-05-12,Delta,Warri,Homicide,3,50,Male,Citizen,Yes,35.0,Male,In Court,OFF9556,154
958,2022-01-03,Kaduna,Kaduna North,Assault,1,43,Male,Media,Yes,54.0,Male,In Court,OFF7314,121
959,2022-09-08,Rivers,Bonny,Assault,4,40,Female,Media,No,,,In Court,OFF3449,14
960,2021-09-29,Enugu,Nsukka,Burglary,1,33,Female,Media,No,,,Open,OFF3911,89
961,2021-06-29,Enugu,Nsukka,Fraud,2,26,Female,Citizen,No,,,Open,OFF2578,49
962,2022-03-13,Kaduna,Kaduna North,Burglary,4,56,Female,Police,No,,,Open,OFF4364,94
963,2021-05-10,Oyo,Ogbomosho,Burglary,3,40,Male,Police,Yes,38.0,Female,In Court,OFF9487,72
964,2020-12-09,Edo,Benin City,Assault,3,72,Male,Media,Yes,25.0,Male,Closed,OFF5905,70
965,2021-03-03,Rivers,Port Harcourt,Robbery,2,55,Male,Media,No,,,Closed,OFF6906,150
966,2020-09-03,Kaduna,Kaduna North,Homicide,2,21,Female,Police,Yes,51.0,Male,Open,OFF5648,148
967,2020-08-08,Rivers,Bonny,Homicide,3,70,Male,Citizen,No,,,Open,OFF1961,58
968,2021-12-21,Edo,Ekpoma,Homicide,5,36,Male,Media,No,,,In Court,OFF6819,41
969,2020-03-06,Rivers,Obio,Theft,1,24,Male,Police,Yes,22.0,Male,Open,OFF5414,108
970,2020-02-06,Kano,Ungogo,Homicide,3,59,Female,Citizen,Yes,70.0,Male,In Court,OFF2669,40
971,2021-09-21,Lagos,Ikeja,Robbery,2,52,Female,Police,Yes,43.0,Female,In Court,OFF5616,15
972,2021-10-11,Oyo,Iseyin,Homicide,2,33,Female,Media,No,,,Open,OFF8642,130
973,2021-02-18,Lagos,Yaba,Theft,5,60,Male,Citizen,No,,,In Court,OFF7028,44
974,2022-06-13,Kaduna,Kaduna North,Fraud,5,30,Male,Citizen,Yes,44.0,Female,In Court,OFF8380,180
975,2022-08-28,Rivers,Obio,Homicide,4,70,Male,Police,No,,,In Court,OFF4641,80
976,2020-10-18,Kano,Tarauni,Fraud,1,15,Male,Citizen,No,,,Closed,OFF6023,159
977,2022-02-27,Lagos,Lekki,Homicide,1,71,Female,Citizen,No,,,In Court,OFF2135,95
978,2020-12-25,Lagos,Yaba,Burglary,5,59,Male,Citizen,No,,,In Court,OFF7778,38
979,2020-11-06,Oyo,Ogbomosho,Theft,3,39,Female,Police,No,,,Closed,OFF9302,46
980,2021-04-20,Delta,Asaba,Homicide,1,65,Male,Police,Yes,42.0,Female,Open,OFF6487,165
981,2020-09-18,Oyo,Ogbomosho,Assault,2,65,Female,Citizen,Yes,54.0,Male,Open,OFF8180,130
982,2021-07-27,Lagos,Yaba,Theft,2,42,Female,Police,Yes,52.0,Female,Closed,OFF5127,62
983,2020-03-16,Delta,Asaba,Theft,3,54,Male,Citizen,Yes,67.0,Female,Closed,OFF4643,89
984,2022-01-17,Delta,Warri,Theft,4,25,Female,Police,No,,,Open,OFF9024,53
985,2022-03-03,Edo,Auchi,Robbery,3,52,Female,Police,No,,,Open,OFF8130,34
986,2020-09-19,Kaduna,Kafanchan,Homicide,4,75,Female,Police,Yes,28.0,Female,Open,OFF9474,129
987,2021-09-03,Rivers,Obio,Burglary,3,48,Male,Citizen,Yes,49.0,Male,In Court,OFF3321,176
988,2020-02-06,Oyo,Iseyin,Robbery,2,63,Female,Media,Yes,63.0,Male,Open,OFF2094,62
989,2022-05-27,Oyo,Ibadan,Theft,4,30,Male,Police,No,,,Open,OFF3725,66
990,2022-01-13,Kano,Ungogo,Homicide,5,33,Male,Police,No,,,Closed,OFF8084,155
991,2021-09-13,Delta,Asaba,Burglary,3,43,Female,Citizen,Yes,16.0,Male,In Court,OFF6665,72
992,2020-03-27,Edo,Ekpoma,Fraud,3,29,Male,Police,Yes,42.0,Female,Closed,OFF8517,87
993,2022-09-02,Delta,Warri,Homicide,3,36,Female,Police,Yes,52.0,Male,Closed,OFF7164,161
994,2021-07-19,Delta,Warri,Theft,5,26,Female,Citizen,No,,,In Court,OFF5338,138
995,2020-11-16,Abuja,Garki,Homicide,5,52,Female,Media,No,,,Closed,OFF9708,60
996,2020-01-06,Edo,Benin City,Homicide,3,65,Female,Media,No,,,In Court,OFF2771,78
997,2020-09-23,Enugu,Awgu,Fraud,5,48,Female,Media,Yes,38.0,Male,Closed,OFF5851,114
998,2020-05-01,Kaduna,Kaduna North,Theft,4,55,Male,Media,No,,,Open,OFF6183,137
999,2022-04-22,Enugu,Nsukka,Theft,4,47,Female,Citizen,No,,,Open,OFF6392,104
1000,2022-06-19,Edo,Auchi,Robbery,3,40,Male,Media,Yes,16.0,Female,Closed,OFF5243,67
1001,2021-07-03,Edo,Auchi,Fraud,1,19,Male,Police,Yes,78.0,Female,In Court,OFF7448,47
1002,2020-08-29,Rivers,Port Harcourt,Burglary,3,63,Female,Citizen,No,,,In Court,OFF4459,112
1003,2020-05-28,Ogun,Abeokuta,Robbery,4,25,Female,Citizen,No,,,In Court,OFF1187,91
1004,2022-07-31,Oyo,Ogbomosho,Fraud,1,59,Male,Police,Yes,73.0,Female,Closed,OFF5258,34
1005,2021-02-22,Enugu,Nsukka,Burglary,3,70,Female,Citizen,No,,,Closed,OFF2969,17
1006,2020-07-02,Rivers,Port Harcourt,Robbery,2,63,Male,Citizen,No,,,Open,OFF5468,130
1007,2022-08-30,Delta,Ughelli,Homicide,4,68,Female,Citizen,Yes,47.0,Male,In Court,OFF1466,29
1008,2021-08-10,Kano,Dala,Theft,5,28,Male,Citizen,No,,,In Court,OFF4701,47
1009,2022-05-29,Lagos,Ikeja,Assault,1,17,Male,Police,No,,,Open,OFF7347,138
1010,2021-12-14,Delta,Asaba,Theft,5,30,Female,Media,Yes,39.0,Male,In Court,OFF4461,39
1011,2020-11-24,Enugu,Enugu East,Fraud,4,35,Male,Media,No,,,Open,OFF7031,49
1012,2021-02-06,Lagos,Lekki,Assault,3,74,Male,Citizen,Yes,24.0,Male,Closed,OFF8618,29
1013,2020-01-11,Oyo,Ibadan,Homicide,2,71,Female,Media,No,,,Open,OFF3470,124
1014,2021-02-12,Enugu,Nsukka,Assault,3,53,Male,Media,Yes,32.0,Male,Closed,OFF5212,157
1015,2020-09-26,Kaduna,Kaduna North,Burglary,2,60,Male,Media,Yes,25.0,Male,Closed,OFF3513,82
1016,2022-03-23,Delta,Asaba,Burglary,4,43,Female,Police,Yes,59.0,Female,Open,OFF3904,53
1017,2021-11-27,Abuja,Garki,Fraud,4,25,Female,Police,Yes,61.0,Female,Open,OFF5234,12
1018,2022-03-12,Delta,Warri,Assault,3,20,Female,Citizen,Yes,65.0,Male,Open,OFF3322,164
1019,2021-10-05,Edo,Benin City,Theft,5,48,Male,Media,Yes,52.0,Female,In Court,OFF4637,47
1020,2021-03-30,Ogun,Abeokuta,Homicide,5,16,Male,Police,No,,,In Court,OFF3078,174
1021,2022-09-09,Delta,Warri,Robbery,4,44,Female,Citizen,No,,,Closed,OFF9235,67
1022,2020-07-19,Abuja,Garki,Burglary,3,77,Male,Citizen,No,,,In Court,OFF3019,128
1023,2021-07-19,Ogun,Ijebu Ode,Theft,4,59,Female,Media,No,,,Closed,OFF5043,145
1024,2022-06-22,Ogun,Ijebu Ode,Burglary,4,16,Male,Police,Yes,44.0,Male,Open,OFF6871,65
1025,2022-01-23,Lagos,Yaba,Assault,1,39,Female,Police,No,,,Open,OFF5923,35
1026,2021-05-01,Rivers,Bonny,Theft,1,42,Male,Police,Yes,67.0,Female,In Court,OFF8380,75
1027,2021-12-26,Edo,Auchi,Burglary,2,16,Male,Police,Yes,40.0,Female,In Court,OFF7290,67
